id	prim_cat	sec_cats	title	abstract 
1601.03562	q-fin	q-fin.MF math.OC math.PR q-fin.PM	Convex duality for stochastic differential utility	"  This paper introduces a dual problem to study a continuous-time consumption
and investment problem with incomplete markets and stochastic differential
utility. For Epstein-Zin utility, duality between the primal and dual problems
is established. Consequently the optimal strategy of the consumption and
investment problem is identified without assuming several technical conditions
on market model, utility specification, and agent's admissible strategy.
Meanwhile the minimizer of the dual problem is identified as the utility
gradient of the primal value and is economically interpreted as the ""least
favorable"" completion of the market.
"
1601.03574	q-fin	math.PR q-fin.MF	Generalization of Doob decomposition Theorem	"  In the paper, we introduce the notion of a local regular supermartingale
relative to a convex set of equivalent measures and prove for it an optional
Doob decomposition in the discrete case. This Theorem is a generalization of
the famous Doob decomposition onto the case of supermartingales relative to a
convex set of equivalent measures.
"
1601.03688	q-fin	cond-mat.stat-mech q-bio.GN q-fin.ST	"Inter-occurrence times and universal laws in finance, earthquakes and
  genomes"	"  A plethora of natural, artificial and social systems exist which do not
belong to the Boltzmann-Gibbs (BG) statistical-mechanical world, based on the
standard additive entropy $S_{BG}$ and its associated exponential BG factor.
Frequent behaviors in such complex systems have been shown to be closely
related to $q$-statistics instead, based on the nonadditive entropy $S_q$ (with
$S_1=S_{BG}$), and its associated $q$-exponential factor which generalizes the
usual BG one. In fact, a wide range of phenomena of quite different nature
exist which can be described and, in the simplest cases, understood through
analytic (and explicit) functions and probability distributions which exhibit
some universal features. Universality classes are concomitantly observed which
can be characterized through indices such as $q$. We will exhibit here some
such cases, namely concerning the distribution of inter-occurrence (or
inter-event) times in the areas of finance, earthquakes and genomes.
"
1601.04093	q-fin	q-fin.EC	A Statistical Model of Inequality	"  This paper develops a nonparametric statistical model of wealth distribution
that imposes little structure on the fluctuations of household wealth. In this
setting, we use new techniques to obtain a closed-form household-by-household
characterization of the stable distribution of wealth and show that this
distribution is shaped entirely by two factors - the reversion rates (a measure
of cross-sectional mean reversion) and idiosyncratic volatilities of wealth
across different ranked households. By estimating these factors, our model can
exactly match the U.S. wealth distribution. This provides information about the
current trajectory of inequality as well as estimates of the distributional
effects of progressive capital taxes. We find evidence that the U.S. wealth
distribution might be on a temporarily unstable trajectory, thus suggesting
that further increases in top wealth shares are likely in the near future. For
capital taxes, we find that a small tax levied on just 1% of households
substantially reshapes the distribution of wealth and reduces inequality.
"
1601.04210	q-fin	q-fin.MF	Speculative Futures Trading under Mean Reversion	"  This paper studies the problem of trading futures with transaction costs when
the underlying spot price is mean-reverting. Specifically, we model the spot
dynamics by the Ornstein-Uhlenbeck (OU), Cox-Ingersoll-Ross (CIR), or
exponential Ornstein-Uhlenbeck (XOU) model. The futures term structure is
derived and its connection to futures price dynamics is examined. For each
futures contract, we describe the evolution of the roll yield, and compute
explicitly the expected roll yield. For the futures trading problem, we
incorporate the investor's timing option to enter or exit the market, as well
as a chooser option to long or short a futures upon entry. This leads us to
formulate and solve the corresponding optimal double stopping problems to
determine the optimal trading strategies. Numerical results are presented to
illustrate the optimal entry and exit boundaries under different models. We
find that the option to choose between a long or short position induces the
investor to delay market entry, as compared to the case where the investor
pre-commits to go either long or short.
"
1601.04341	q-fin	q-fin.ST q-fin.GN	"Negative oil price bubble is likely to burst in March - May 2016. A
  forecast on the basis of the law of log-periodical dynamics"	"  Data analysis with log-periodical parametrization of the Brent oil price
dynamics has allowed to estimate (very approximately) the date when the dashing
collapse of the Brent oil price will achieve the absolute minimum level
(corresponding to the so-called singularity point), after which there will
occur a rather rapid rebound, whereas the accelerating fall of the oil prices
which started in mid-2014 will come to an end. This is likely to happen in the
period between March, 24th and May, 15th, 2016. An analogous estimate (though a
more exact one) was made for the date of the burst of the nearest negative
""sub-bubble"", which is likely to occur between 19.01 and 02.02.2016
(importantly, this estimate will allow to verify the robustness of the
developed forecast in the very nearest days). However, this will not mean a
start of a new uninterrupted global growth - the fall will soon continue,
breaking new ""anti-records"". The fall will only finally stop after passing the
abovementioned point of the main negative bubble singularity somewhere between
March 24th and May 15th, 2016 (if, of course, the oil market remains at the
disposal of speculators, and no massive interventions of macro actors are
made). Importantly, our calculations have also shown that after mid-2014 we are
dealing not with an antibubble (when price collapse goes on in a damped and
almost unstoppable regime) in the world oil market, but with a negative bubble,
when prices collapse in an accelerated mode, and there can be particularly
powerful collapses with particularly strong destabilizing effect near the
singularity point. On the other hand, negative bubbles can be better
manipulated by the actions of the macro actors.
"
1601.04351	q-fin	q-fin.RM stat.AP	On bivariate lifetime modelling in life insurance applications	"  Insurance and annuity products covering several lives require the modelling
of the joint distribution of future lifetimes. In the interest of simplifying
calculations, it is common in practice to assume that the future lifetimes
among a group of people are independent. However, extensive research over the
past decades suggests otherwise. In this paper, a copula approach is used to
model the dependence between lifetimes within a married couple \eH{using data
from a large Canadian insurance company}. As a novelty, the age difference and
the \eH{gender} of the elder partner are introduced as an argument of the
dependence parameter. \green{Maximum likelihood techniques are} thus
implemented for the parameter estimation. Not only do the results make clear
that the correlation decreases with age difference, but also the dependence
between the lifetimes is higher when husband is older than wife. A
goodness-of-fit procedure is applied in order to assess the validity of the
model. Finally, considering several products available on the life insurance
market, the paper concludes with practical illustrations.
"
1601.04478	q-fin	q-fin.PM q-fin.GN	"The Excess Returns of ""Quality"" Stocks: A Behavioral Anomaly"	"  This note investigates the causes of the quality anomaly, which is one of the
strongest and most scalable anomalies in equity markets. We explore two
potential explanations. The ""risk view"", whereby investing in high quality
firms is somehow riskier, so that the higher returns of a quality portfolio are
a compensation for risk exposure. This view is consistent with the Efficient
Market Hypothesis. The other view is the ""behavioral view"", which states that
some investors persistently underestimate the true value of high quality firms.
We find no evidence in favor of the ""risk view"": The returns from investing in
quality firms are abnormally high on a risk-adjusted basis, and are not prone
to crashes. We provide novel evidence in favor of the ""behavioral view"": In
their forecasts of future prices, and while being overall overoptimistic,
analysts systematically underestimate the future return of high quality firms,
compared to low quality firms.
"
1601.04535	q-fin	q-fin.ST cs.CY physics.data-an q-fin.CP	"A nonlinear impact: evidences of causal effects of social media on
  market prices"	"  Online social networks offer a new way to investigate financial markets'
dynamics by enabling the large-scale analysis of investors' collective
behavior. We provide empirical evidence that suggests social media and stock
markets have a nonlinear causal relationship. We take advantage of an extensive
data set composed of social media messages related to DJIA index components. By
using information-theoretic measures to cope for possible nonlinear causal
coupling between social media and stock markets systems, we point out stunning
differences in the results with respect to linear coupling. Two main
conclusions are drawn: First, social media significant causality on stocks'
returns are purely nonlinear in most cases; Second, social media dominates the
directional coupling with stock market, an effect not observable within linear
modeling. Results also serve as empirical guidance on model adequacy in the
investigation of sociotechnical and financial systems.
"
1601.04557	q-fin	q-fin.RM	"Crunching Mortality and Life Insurance Portfolios with extended
  CreditRisk+"	"  Using an extended version of the credit risk model CreditRisk+, we develop a
flexible framework with numerous applications amongst which we find stochastic
mortality modelling, forecasting of death causes as well as profit and loss
modelling of life insurance and annuity portfolios which can be used in
(partial) internal models under Solvency II. Yet, there exists a fast and
numerically stable algorithm to derive loss distributions exactly, even for
large portfolios. We provide various estimation procedures based on publicly
available data. Compared to the Lee-Carter model, we have a more flexible
framework, get tighter bounds and can directly extract several sources of
uncertainty. Straight-forward model validation techniques are available.
"
1601.04686	q-fin	q-fin.EC q-fin.GN	"Unified Growth Theory Contradicted by the Absence of Takeoffs in the
  Gross Domestic Product"	"  Data describing historical economic growth are analysed. They demonstrate
convincingly that the takeoffs from stagnation to growth, claimed in the
Unified Growth Theory, never happened. This theory is again contradicted by
data, which were used, but never properly analysed, during its formulation. The
absence of the claimed takeoffs demonstrates also that the postulate of the
differential takeoffs is contradicted by data.
"
1601.04949	q-fin	q-fin.EC q-fin.TR	General Equilibrium and Recession Phenomenon	"  The theorems we proved describe the structure of economic equilibrium in the
exchange economy model. We have studied the structure of property vectors under
given structure of demand vectors at which given price vector is equilibrium
one. On this ground, we describe the general structure of the equilibrium state
and give characteristic of equilibrium state describing economic recession. The
theory developed is applied to explain the state of the economy in some
European countries.
"
1601.05081	q-fin	q-fin.GN physics.pop-ph	"Econo- and socio- physics based remarks on the economical growth of the
  World"	"  It has been shown that the long term evolution of the Gross Product of the
World after World War II can be well portrayed by the exponential function with
the crossover at the year 1973, cinsiding with the Oil Crisis onset. For the
the Standard and Poor 500 index the single exponential behavior extends down to
at least the mid of the nineteen century. It is notable that the detailed
short-term insight focused on the last quarter of century revealed the
emergence of the power like dependence. However, such dependences can be
introduced only when taking into account the behavior at reference-baselines
years. The possible relationship to the growth/death evolution of
microorganisms is also discussed. The report proposes the new discussion of the
past and nowadays time of the global economy. It recalls econonophysics and
sociophysics as disciplines within which the effective parameterization of
trends is possible. Finally, possible future trends are discussed.
"
1601.05199	q-fin	q-fin.PM stat.ME	Portfolio Optimisation Under Flexible Dynamic Dependence Modelling	"  Signals coming from multivariate higher order conditional moments as well as
the information contained in exogenous covariates, can be effectively exploited
by rational investors to allocate their wealth among different risky investment
opportunities. This paper proposes a new flexible dynamic copula model being
able to explain and forecast the time-varying shape of large dimensional asset
returns distributions. Moreover, we let the univariate marginal distributions
to be driven by an updating mechanism based on the scaled score of the
conditional distribution. This framework allows us to introduce time-variation
in up to the fourth moment of the conditional distribution. The time-varying
dependence pattern is subsequently modelled as function of a latent Markov
Switching process, allowing also for the inclusion of exogenous covariates in
the dynamic updating equation. We empirically assess that the proposed model
substantially improves the optimal portfolio allocation of rational investors
maximising their expected utility.
"
1601.05306	q-fin	q-fin.PR q-fin.MF	"On ""A General Framework for Pricing Asian Options Under Markov
  Processes"""	"  Cai, Song and Kou (2015) [Cai, N., Y. Song, S. Kou (2015) A general framework
for pricing Asian options under Markov processes. Oper. Res. 63(3): 540-554]
made a breakthrough by proposing a general framework for pricing both
discretely and continuously monitored Asian options under one-dimensional
Markov processes. In this note, under the setting of continuous-time Markov
chain (CTMC), we explicitly carry out the inverse Z-transform and the inverse
Laplace transform respectively for the discretely and the continuously
monitored cases. The resulting explicit single Laplace transforms improve their
Theorem 2, p.543, and numerical studies demonstrate the gain in efficiency.
"
1601.05872	q-fin	math.PR q-fin.PR	The value of foresight	"  Suppose you have one unit of stock, currently worth 1, which you must sell
before time $T$. The Optional Sampling Theorem tells us that whatever stopping
time we choose to sell, the expected discounted value we get when we sell will
be 1. Suppose however that we are able to see $a$ units of time into the
future, and base our stopping rule on that; we should be able to do better than
expected value 1. But how much better can we do? And how would we exploit the
additional information? The optimal solution to this problem will never be
found, but in this paper we establish remarkably close bounds on the value of
the problem, and we derive a fairly simple exercise rule that manages to
extract most of the value of foresight.
"
1601.06204	q-fin	q-fin.RM q-fin.CP q-fin.MF	RiskRank: Measuring interconnected risk	"  This paper proposes RiskRank as a joint measure of cyclical and
cross-sectional systemic risk. RiskRank is a general-purpose aggregation
operator that concurrently accounts for risk levels for individual entities and
their interconnectedness. The measure relies on the decomposition of systemic
risk into sub-components that are in turn assessed using a set of risk measures
and their relationships. For this purpose, motivated by the development of the
Choquet integral, we employ the RiskRank function to aggregate risk measures,
allowing for the integration of the interrelation of different factors in the
aggregation process. The use of RiskRank is illustrated through a real-world
case in a European setting, in which we show that it performs well in
out-of-sample analysis. In the example, we provide an estimation of systemic
risk from country-level risk and cross-border linkages.
"
1601.06420	q-fin	q-bio.NC math.PR q-fin.MF	"Explicit moments of decision times for single- and double-threshold
  drift-diffusion processes"	"  We derive expressions for the first three moments of the decision time (DT)
distribution produced via first threshold crossings by sample paths of a
drift-diffusion equation. The ""pure"" and ""extended"" diffusion processes are
widely used to model two-alternative forced choice decisions, and, while simple
formulae for accuracy, mean DT and coefficient of variation are readily
available, third and higher moments and conditioned moments are not generally
available. We provide explicit formulae for these, describe their behaviors as
drift rates and starting points approach interesting limits, and, with the
support of numerical simulations, discuss how trial-to-trial variability of
drift rates, starting points, and non-decision times affect these behaviors in
the extended diffusion model. Both unconditioned moments and those conditioned
on correct and erroneous responses are treated. We argue that the results will
assist in exploring mechanisms of evidence accumulation and in fitting
parameters to experimental data.
"
1601.06477	q-fin	q-fin.MF q-fin.PR	"Long Forward Probabilities, Recovery and the Term Structure of Bond Risk
  Premiums"	"  We show that the martingale component in the long-term factorization of the
stochastic discount factor due to Alvarez and Jermann (2005) and Hansen and
Scheinkman (2009) is highly volatile, produces a downward-sloping term
structure of bond Sharpe ratios, and implies that the long bond is far from
growth optimality. In contrast, the long forward probabilities forecast an
upward sloping term structure of bond Sharpe ratios that starts from zero for
short-term bonds and implies that the long bond is growth optimal. Thus,
transition independence and degeneracy of the martingale component are
implausible assumptions in the bond market.
"
1601.06651	q-fin	stat.ML q-fin.TR	"Testing for Causality in Continuous Time Bayesian Network Models of
  High-Frequency Data"	"  Continuous time Bayesian networks are investigated with a special focus on
their ability to express causality. A framework is presented for doing
inference in these networks. The central contributions are a representation of
the intensity matrices for the networks and the introduction of a causality
measure. A new model for high-frequency financial data is presented. It is
calibrated to market data and by the new causality measure it performs better
than older models.
"
1601.06995	q-fin	q-fin.PR math.PR	"Moment explosions, implied volatility and local volatility at extreme
  strikes"	"  We consider a stochastic volatility model where the moment generating
function of the logarithmic price is finite only on part of the real line.
Using a new Tauberian result obtained in [1] and [2], we show that the
knowledge of the moment generating function near its critical moment gives a
sharp asymptotic expansion (with an error of order o(1)) of the local
volatility and implied volatility for small and large strikes. We apply our
theoretical estimates to Gatheral's SVI parametrization of the implied
volatility and Heston's model.
"
1601.07593	q-fin	cs.IT math.IT q-fin.PM	Sufficiency on the Stock Market	"  It is well-known that there are a number of relations between theoretical
finance theory and information theory. Some of these relations are exact and
some are approximate. In this paper we will explore some of these relations and
determine under which conditions the relations are exact. It turns out that
portfolio theory always leads to Bregman divergences. The Bregman divergence is
only proportional to information divergence in situations that are essentially
equal to the type of gambling studied by Kelly. This can be related an abstract
sufficiency condition.
"
1601.07626	q-fin	q-fin.PM	Trading-profit attribution for the size factor	"  An algorithm was recently introduced by INTECH for the purposes of estimating
the trading-profit contribution of systematic rebalancing to the relative
return of rules-based investment strategies. We apply this methodology to
analyze the size factor through the use of equal-weighted portfolios. These
strategies combine a natural exposure to the size factor with a simple
understanding within the framework of Stochastic Portfolio Theory, furnishing a
natural test subject for the attribution algorithm.
"
1601.07628	q-fin	q-fin.PM	Portfolio Optimization in the Stochastic Portfolio Theory Framework	"  I discuss some theoretical results with a view to motivate some practical
choices in portfolio optimization. Even though the setting is not completely
general (for example, the covariance matrix is assumed to be non-singular), I
attempt to highlight the features that have practical relevance. The
mathematical setting is Stochastic Portfolio Theory, which is flexible enough
to describe most realistic assets, and it has been successfully employed for
managing equity portfolios since 1987.
"
1601.07707	q-fin	q-fin.TR q-fin.ST	"Micro-foundation using percolation theory of the finite-time singular
  behavior of the crash hazard rate in a class of rational expectation bubbles"	"  We present a plausible micro-founded model for the previously postulated
power law finite time singular form of the crash hazard rate in the
Johansen-Ledoit-Sornette model of rational expectation bubbles. The model is
based on a percolation picture of the network of traders and the concept that
clusters of connected traders share the same opinion. The key ingredient is the
notion that a shift of position from buyer to seller of a sufficiently large
group of traders can trigger a crash. This provides a formula to estimate the
crash hazard rate by summation over percolation clusters above a minimum size
of a power sa (with a > 1) of the cluster sizes s, similarly to a generalized
percolation susceptibility. The power sa of cluster sizes emerges from the
super-linear dependence of group activity as a function of group size,
previously documented in the literature. The crash hazard rate exhibits
explosive finite-time singular behaviors when the control parameter (fraction
of occupied sites, or density of traders in the network) approaches the
percolation threshold pc. Realistic dynamics are generated by modelling the
density of traders on the percolation network by an Ornstein-Uhlenbeck process,
whose memory controls the spontaneous excursion of the control parameter close
to the critical region of bubble formation. Our numerical simulations recover
the main stylized properties of the JLS model with intermittent explosive
super-exponential bubbles interrupted by crashes.
"
1601.07716	q-fin	physics.soc-ph q-fin.GN	"Regional Oil Extraction and Consumption: A simple production model for
  the next 35 years Part I"	"  The growing conflicts in and about oil exporting regions and speculations
about volatile oil prices during the last decade have renewed the public
interest in predictions for the near future oil production and consumption.
Unfortunately, studies from only 10 years ago, which tried to forecast the oil
production during the next 20-30 years, failed to make accurate predictions for
today's global oil production and consumption. Forecasts using economic growth
scenarios, overestimated the actual oil production, while models which tried to
estimate the maximum future oil production/year, using the official country oil
reserve data, predicted a too low production.
  In this paper, a new approach to model the maximal future regional and thus
global oil production (part I) and consumption (part II) during the next
decades is proposed.
  Our analysis of the regional oil production data during past decades shows
that, in contrast to periods when production was growing and growth rates
varied greatly from one country to another, remarkable similarities are found
during the plateau and decline periods of different countries. Following this
model, the particular production phase of each major oil producing country and
region is determined essentially only from the recent past oil production data.
Using these data, the model is then used to predict the production from all
major oil producing countries, regions and continents up to the year 2050. The
limited regional and global potential to compensate this decline with
unconventional oil and oil-equivalents is also presented.
"
1601.07776	q-fin	cs.SI physics.soc-ph q-fin.GN	The ecology of social interactions in online and offline environments	"  The rise in online social networking has brought about a revolution in social
relations. However, its effects on offline interactions and its implications
for collective well-being are still not clear and are under-investigated. We
study the ecology of online and offline interaction in an evolutionary game
framework where individuals can adopt different strategies of socialization.
Our main result is that the spreading of self-protective behaviors to cope with
hostile social environments can lead the economy to non-socially optimal
stationary states.
"
1601.07792	q-fin	cs.GT q-fin.EC	Predicting Human Cooperation	"  The Prisoner's Dilemma has been a subject of extensive research due to its
importance in understanding the ever-present tension between individual
self-interest and social benefit. A strictly dominant strategy in a Prisoner's
Dilemma (defection), when played by both players, is mutually harmful.
Repetition of the Prisoner's Dilemma can give rise to cooperation as an
equilibrium, but defection is as well, and this ambiguity is difficult to
resolve. The numerous behavioral experiments investigating the Prisoner's
Dilemma highlight that players often cooperate, but the level of cooperation
varies significantly with the specifics of the experimental predicament. We
present the first computational model of human behavior in repeated Prisoner's
Dilemma games that unifies the diversity of experimental observations in a
systematic and quantitatively reliable manner. Our model relies on data we
integrated from many experiments, comprising 168,386 individual decisions. The
computational model is composed of two pieces: the first predicts the
first-period action using solely the structural game parameters, while the
second predicts dynamic actions using both game parameters and history of play.
Our model is extremely successful not merely at fitting the data, but in
predicting behavior at multiple scales in experimental designs not used for
calibration, using only information about the game structure. We demonstrate
the power of our approach through a simulation analysis revealing how to best
promote human cooperation.
"
1601.07864	q-fin	math.NA q-fin.CP	On construction of boundary preserving numerical schemes	"  Our aim in this note is to extend the semi discrete technique by combine it
with the split step method. We apply our new method to the Ait-Sahalia model
and propose an explicit and positivity preserving numerical scheme.
"
1601.07900	q-fin	q-fin.ST	Critical value of the total debt in view of the debts durations	"  Parastatistic distribution of a total debt owed to a large number of
creditors considered in relation to the duration of these debts. The process of
debt calculation depends on the fractal dimension of economic system in which
this process takes place. Two actual variants of these dimensions are
investigated. Critical values for these variants are determined. These critical
values represent the levels after that borrower bankruptcy occurs. The
calculation of the critical value is performed by two independent methods: as
the point where the entropy of the system reaches its maximum value, and as the
point where the chemical potential is zero, which corresponds to the
termination of payments on the debt. Both methods lead to the same critical
value. When the velocity of money circulation decrease, it is found for what
dimensions critical debt value is increased and for what it is decreased in the
case when the velocity of money circulation is increased.
"
1601.07961	q-fin	q-fin.MF q-fin.PM	"Exact solutions for optimal execution of portfolios transactions and the
  Riccati equation"	"  We propose two methods to obtain exact solutions for the Almgren-Chriss model
about optimal execution of portfolio transactions. In the first method we
rewrite the Almgren-Chriss equation and find two exact solutions. In the second
method, employing a general reparametrized time, we show that the
Almgren-Chriss equation can be reduced to some known equations which can be
exactly solved in different cases.For this last case we obtain a quantity
conserved. In addition, we show that in both methods the Almgren-Chriss
equation is equivalent to a Riccati equation.
"
1601.08099	q-fin	q-fin.MF math.DS q-fin.ST stat.OT	"Chaos in Fractionally Integrated Generalized Autoregressive Conditional
  Heteroskedastic Processes"	"  Fractionally integrated generalized autoregressive conditional
heteroskedasticity (FIGARCH) arises in modeling of financial time series.
FIGARCH is essentially governed by a system of nonlinear stochastic difference
equations ${u_t}$ = ${z_t}$ $(1-\sum\limits_{j=1}^q \beta_j L^j)\sigma_{t}^2 =
\omega+(1-\sum\limits_{j=1}^q \beta_j L^j - (\sum\limits_{k=1}^p \varphi_k L^k)
(1-L)^d) u_t^2$, where $\omega\in$ R, and $\beta_j\in$ R are constant
parameters, $\{u_t\}_{{t\in}^+}$ and $\{\sigma_t\}_{{t\in}^+}$ are the discrete
time real valued stochastic processes which represent FIGARCH (p,d,q) and
stochastic volatility, respectively. Moreover, L is the backward shift
operator, i.e. $L^d u_t \equiv u_{t-d}$ (d is the fractional differencing
parameter 0$<$d$<$1).
  In this work, we have studied the chaoticity properties of FIGARCH (p,d,q)
processes by computing mutual information, correlation dimensions, FNNs (False
Nearest Neighbour), the Lyapunov exponents, and for both the stochastic
difference equation given above and for the financial time series. We have
observed that maximal Lyapunov exponents are negative, therefore, it can be
suggested that FIGARCH (p,d,q) is not deterministic chaotic process.
"
1601.08155	q-fin	q-fin.PM	"Expert Opinions and Logarithmic Utility Maximization for Multivariate
  Stock Returns with Gaussian Drift"	"  This paper investigates optimal trading strategies in a financial market with
multidimensional stock returns where the drift is an unobservable multivariate
Ornstein-Uhlenbeck process. Information about the drift is obtained by
observing stock returns and expert opinions. The latter provide unbiased
estimates on the current state of the drift at discrete points in time.
  The optimal trading strategy of investors maximizing expected logarithmic
utility of terminal wealth depends on the filter which is the conditional
expectation of the drift given the available information. We state filtering
equations to describe its dynamics for different information settings. Between
expert opinions this is the Kalman filter. The conditional covariance matrices
of the filter follow ordinary differential equations of Riccati type. We rely
on basic theory about matrix Riccati equations to investigate their properties.
Firstly, we consider the asymptotic behaviour of the covariance matrices for an
increasing number of expert opinions on a finite time horizon. Secondly, we
state conditions for the convergence of the covariance matrices on an infinite
time horizon with regularly arriving expert opinions.
  Finally, we derive the optimal trading strategy of an investor. The optimal
expected logarithmic utility of terminal wealth, the value function, is a
functional of the conditional covariance matrices. Hence, our analysis of the
covariance matrices allows us to deduce properties of the value function.
"
1602.00090	q-fin	q-fin.EC q-fin.GN	"A Simple extension of Dematerialization Theory: Incorporation of
  Technical Progress and the Rebound Effect"	"  Dematerialization is the reduction in the quantity of materials needed to
produce something useful over time. Dematerialization fundamentally derives
from ongoing increases in technical performance but it can be counteracted by
demand rebound - increases in usage because of increased value (or decreased
cost) that also results from increasing technical performance. A major question
then is to what extent technological performance improvement can offset and is
offsetting continuously increasing economic consumption. This paper contributes
to answering this question by offering some simple quantitative extensions to
the theory of dematerialization. The paper then empirically examines the
materials consumption trends as well as cost trends for a large set of
materials and a few modern artifacts over the past decades. In each of 57 cases
examined, the particular combinations of demand elasticity and technical
performance rate improvement are not consistent with dematerialization.
Overall, the theory extension and empirical examination indicate that there is
no dematerialization occurring even for cases of information technology with
rapid technical progress. Thus, a fully passive policy stance that relies on
unfettered technological change is not supported by our results.
"
1602.00094	q-fin	q-fin.MF	CoCos under short-term uncertainty	"  In this paper we analyze an extension of the Jeanblanc and Valchev (2005)
model by considering a short-term uncertainty model with two noises. It is a
combination of the ideas of Duffie and Lando (2001) and Jeanblanc and Valchev
(2005): share quotations of the firm are available at the financial market, and
these can be seen as noisy information about the fundamental value, or the
firm's asset, from which a low level produces the credit event. We assume there
are also reports of the firm, release times, where this short-term uncertainty
disappears. This credit event model is used to describe conversion and default
in a CoCo bond.
"
1602.00159	q-fin	q-fin.EC	"Empirical Methods for Dynamic Power Law Distributions in the Social
  Sciences"	"  This paper introduces nonparametric econometric methods that characterize
general power law distributions under basic stability conditions. These methods
extend the literature on power laws in the social sciences in several
directions. First, we show that any stationary distribution in a random growth
setting is shaped entirely by two factors - the idiosyncratic volatilities and
reversion rates (a measure of cross-sectional mean reversion) for different
ranks in the distribution. This result is valid regardless of how growth rates
and volatilities vary across different economic agents, and hence applies to
Gibrat's law and its extensions. Second, we present techniques to estimate
these two factors using panel data. Third, we show how our results offer a
structural explanation for a generalized size effect in which higher-ranked
processes grow more slowly than lower-ranked processes on average. Finally, we
employ our empirical methods using panel data on commodity prices and show that
our techniques accurately describe the empirical distribution of relative
commodity prices. We also show the existence of a generalized ""size"" effect for
commodities, as predicted by our econometric theory.
"
1602.00235	q-fin	q-fin.MF	Model-Free Discretisation-Invariant Swap Contracts	"  Realised pay-offs for discretisation-invariant swaps are those which satisfy
a restricted `aggregation property' of Neuberger [2012] for twice continuously
differentiable deterministic functions of a multivariate martingale. They are
initially characterised as solutions to a second-order system of PDEs, then
those pay-offs based on martingale and log-martingale processes alone form a
vector space. Hence there exist an infinite variety of other variance and
higher-moment risk premia that are less prone to bias than standard variance
swaps because their option replication portfolios have no discrete-monitoring
or jump errors. Their fair values are also independent of the monitoring
partition. A sub-class consists of pay-offs with fair values that are further
free from numerical integration errors over option strikes. Here exact pricing
and hedging is possible via dynamic trading strategies on a few vanilla puts
and calls. An S&P 500 empirical study on higher-moment and other DI swaps
concludes.
"
1602.00256	q-fin	stat.AP q-fin.MF	"Some Contra-Arguments for the Use of Stable Distributions in Financial
  Modeling"	"  In the present paper, we discuss contra-arguments concerning the use of
Pareto-Lev\'y distributions for modeling in Finance. It appears that such
probability laws do not provide sufficient number of outliers observed in real
data. Connection with the classical limit theorem for heavy-tailed
distributions with such type of models is also questionable. The idea of
alternative modeling is given.
"
1602.00358	q-fin	q-fin.TR	Trading Strategy with Stochastic Volatility in a Limit Order Book Market	"  In this paper, we employ the Heston stochastic volatility model to describe
the stock's volatility and apply the model to derive and analyze the optimal
trading strategies for dealers in a security market. We also extend our study
to option market making for options written on stocks in the presence of
stochastic volatility. Mathematically, the problem is formulated as a
stochastic optimal control problem and the controlled state process is the
dealer's mark-to-market wealth. Dealers in the security market can optimally
determine their ask and bid quotes on the underlying stocks or options
continuously over time. Their objective is to maximize an expected profit from
transactions with a penalty proportional to the variance of cumulative
inventory cost.
"
1602.00619	q-fin	q-fin.PR	Stock loans with liquidation	"  We derive a ""semi-analytic"" solution for a stock loan in which the lender
forces liquidation when the loan-to-collateral ratio drops beneath a certain
threshold. We use this to study the sensitivity of the contract to model
parameters.
"
1602.00629	q-fin	q-fin.ST	How to improve accuracy for DFA technique	"  This paper extends the existing literature on empirical estimation of the
confidence intervals associated to the Detrended Fluctuation Analysis (DFA). We
used Montecarlo simulation to evaluate the confidence intervals. Varying the
parameters in DFA technique, we point out the relationship between those and
the standard deviation of H. The parameters considered are the finite time
length L, the number of divisors d used and the values of those. We found that
all these parameters play a crucial role, determining the accuracy of the
estimation of H.
"
1602.00839	q-fin	q-fin.TR	"A Tale of Two Consequences: Intended and Unintended Outcomes of the
  Japan TOPIX Tick Size Changes"	"  We look at the effect of the tick size changes on the TOPIX 100 index names
made by the Tokyo Stock Exchange on Jan-14-2014 and Jul-22-2104. The intended
consequence of the change is price improvement and shorter time to execution.
We look at security level metrics that include the spread, trading volume,
number of trades and the size of trades to establish whether this goal is
accomplished. An unintended effect might be the reduction in execution sizes,
which would then mean that institutions with large orders would have greater
difficulty in sourcing liquidity. We look at a sample of real orders to see if
the execution costs have gone up across the orders since the implementation of
this change.
  We study the mechanisms that affect how securities are traded on an exchange,
before delving into the specifics of the TSE tick size events. Some of the
topics we explore are: The Venue Menu and How to Increase Revenue; To Automate
or Not to Automate; Microstructure under the Microscope; The Price of
Connections to High (and Faraway) Places; Speed Thrills but Kills; Pick a Size
for the Perfect Tick; TSE Tick Size Experiments, Then and Now; Sergey Bubka and
the Regulators; Bird`s Eye View; Deep Dive; Possibilities for a Deeper Dive;
Does Tick Size Matter? Tick Size Does Matter!
"
